stock_code,product_role,evidence_description,evidence_rows_before_cutoff,decision_reason
20657,merchandise,TROPICAL LUGGAGE TAG,120,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20658,merchandise,RED SPOTTY LUGGAGE TAG,202,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20659,merchandise,ECONOMY LUGGAGE TAG,141,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20660,merchandise,VIP LUGGAGE TAG,29,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20661,merchandise,BLUE SPOTTY PURSE,72,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20662,merchandise,FIRST CLASS HOLIDAY PURSE,51,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20663,merchandise,QUEEN OF THE SKIES HOLIDAY PURSE,46,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20664,merchandise,TROPICAL HOLIDAY PURSE,31,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20665,merchandise,RED RETROSPOT PURSE,203,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20666,merchandise,ECONOMY HOLIDAY PURSE,46,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20667,merchandise,CHERRY BLOSSOM PURSE,24,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20668,merchandise,DISCO BALL CHRISTMAS DECORATION,377,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20669,merchandise,RED HEART LUGGAGE TAG,228,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20670,merchandise,VIP HOLIDAY PURSE,48,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20671,merchandise,BLUE TEATIME PRINT BOWL,146,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20672,merchandise,PINK TEATIME PRINT BOWL,36,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20673,merchandise,STRAWBERRIES PRINT BOWL,2,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20674,merchandise,GREEN POLKADOT BOWL,253,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20675,merchandise,BLUE POLKADOT BOWL,391,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20676,merchandise,RED RETROSPOT BOWL,554,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20677,merchandise,PINK POLKADOT BOWL,418,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20678,merchandise,LARGE BLACK DIAMANTE HAIRSLIDE,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20679,merchandise,EDWARDIAN PARASOL RED,727,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20680,merchandise,PINK FLOWERS CHILDS UMBRELLA,5,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20681,merchandise,PINK SPOTTY CHILDS UMBRELLA,209,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20682,merchandise,RED RETROSPOT CHILDRENS UMBRELLA,352,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20683,merchandise,RAIN GIRL CHILDS UMBRELLA,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20684,merchandise,STRAWBERRY DREAM CHILDS UMBRELLA,182,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20685,merchandise,DOORMAT RED RETROSPOT,920,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20686,merchandise,DOLLY MIXTURE CHILDREN'S UMBRELLA,190,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20688,merchandise,BEAUTY SPEED EXPRESSO CUPS,11,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20689,merchandise,RETRO SISTERS EXPRESSO CUPS,42,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20690,unresolved,,0,No descriptive positive-purchase evidence before cutoff
20691,unresolved,,0,No descriptive positive-purchase evidence before cutoff
20692,merchandise,FLORAL ELEPHANT SOFT TOY,144,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20693,merchandise,FLORAL DINOSAUR GREEN,18,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20694,merchandise,FLORAL PINK MONSTER,56,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20695,merchandise,FLORAL BLUE MONSTER,62,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20696,merchandise,FLORAL SOFT CAR TOY,62,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20697,merchandise,LITTLE GREEN MONSTER SOFT TOY,25,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20698,merchandise,LITTLE PINK MONSTER SOFT TOY,22,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20699,merchandise,MOUSEY LONG LEGS SOFT TOY,94,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20700,merchandise,GREEN CAT FLORAL CUSHION COVER,104,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20701,merchandise,PINK CAT FLORAL CUSHION COVER,50,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20702,merchandise,PINK PADDED MOBILE,257,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20703,merchandise,BLUE PADDED SOFT MOBILE,172,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20704,merchandise,MR ROBOT SOFT TOY,76,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20705,merchandise,MRS ROBOT SOFT TOY,50,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20707,merchandise,CRAZY DAISY HEART DECORATION,202,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20710,unresolved,,0,No descriptive positive-purchase evidence before cutoff
20711,merchandise,JUMBO BAG TOYS,1065,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20712,merchandise,JUMBO BAG WOODLAND ANIMALS,1422,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20713,merchandise,JUMBO BAG OWLS,1329,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20714,merchandise,POSY SHOPPER BAG,28,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20715,merchandise,LITTLE FLOWER SHOPPER BAG,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20716,merchandise,PARTY FOOD SHOPPER BAG,254,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20717,merchandise,STRAWBERRY SHOPPER BAG,767,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20718,merchandise,RED RETROSPOT SHOPPER BAG,685,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20719,merchandise,WOODLAND CHARLOTTE BAG,1594,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20720,unresolved,,0,No descriptive positive-purchase evidence before cutoff
20721,merchandise,OWLS CHARLOTTE BAG,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20723,merchandise,STRAWBERRY CHARLOTTE BAG,1400,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20724,merchandise,RED RETROSPOT CHARLOTTE BAG,1273,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20725,merchandise,LUNCH BAG RED RETROSPOT,1888,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20726,merchandise,LUNCH BAG WOODLAND,1975,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20727,merchandise,LUNCH BAG  BLACK SKULL.,2433,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20728,merchandise,LUNCH BAG CARS BLUE,2112,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20729,merchandise,RED SPOTTY CANDY BAG,121,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20730,merchandise,STRAWBERRY CANDY BAG,102,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20731,merchandise,POSY CANDY BAG,74,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20733,merchandise,GOLD MINI TAPE MEASURE,300,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20734,merchandise,SILVER MINI TAPE MEASURE,120,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20735,merchandise,BLACK MINI TAPE MEASURE,212,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20736,merchandise,PINK MINI TAPE MEASURE,20,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20737,merchandise,RED MINI TAPE MEASURE,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20738,merchandise,GREEN MINI TAPE MEASURE,74,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20739,merchandise,*USB Office Glitter Lamp,1,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20743,unresolved,,0,No descriptive positive-purchase evidence before cutoff
20747,merchandise,PICCADILLY TEA SET,109,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20748,merchandise,KENSINGTON COFFEE SET,187,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20749,merchandise,ASSORTED COLOUR MINI CASES,788,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20750,merchandise,RED RETROSPOT MINI CASES,519,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20751,merchandise,FUNKY WASHING UP GLOVES ASSORTED,558,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20752,merchandise,BLUE POLKADOT WASHING UP GLOVES,218,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20753,merchandise,RETRO PINK SPOT WASHING UP GLOVES,56,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
20754,merchandise,RETROSPOT RED WASHING UP GLOVES,461,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
